train_loss_step,train_acc_step,epoch,step,val_loss,val_acc,train_loss_epoch,train_acc_epoch,test_loss,test_acc
0.24864964187145233,0.9375,2,3149,,,,,,
0.22246599197387695,0.953125,2,3199,,,,,,
0.2313833087682724,0.921875,2,3249,,,,,,
0.1611742377281189,0.953125,2,3299,,,,,,
0.4512555003166199,0.921875,2,3349,,,,,,
0.17845149338245392,0.953125,2,3399,,,,,,
0.27313610911369324,0.875,2,3449,,,,,,
0.2479577213525772,0.9375,2,3499,,,,,,
0.30133992433547974,0.9375,2,3549,,,,,,
0.2844083309173584,0.953125,2,3599,,,,,,
0.29896706342697144,0.9375,2,3649,,,,,,
0.35264652967453003,0.875,2,3699,,,,,,
0.5267185568809509,0.859375,2,3749,,,,,,
0.31596967577934265,0.9375,2,3799,,,,,,
0.28858962655067444,0.875,2,3849,,,,,,
0.14917348325252533,0.9375,2,3899,,,,,,
0.19915783405303955,0.9375,2,3949,,,,,,
,,2,3968,0.15392661094665527,0.9573333263397217,,,,
,,2,3968,,,0.21737730503082275,0.9405801296234131,,
0.15621346235275269,0.96875,3,3999,,,,,,
0.3429306149482727,0.921875,3,4049,,,,,,
0.12143635749816895,0.96875,3,4099,,,,,,
0.04276582598686218,0.984375,3,4149,,,,,,
0.14973819255828857,0.96875,3,4199,,,,,,
0.18447844684123993,0.953125,3,4249,,,,,,
0.31937065720558167,0.921875,3,4299,,,,,,
0.06842164695262909,0.984375,3,4349,,,,,,
0.061388202011585236,0.984375,3,4399,,,,,,
0.08994430303573608,0.96875,3,4449,,,,,,
0.08567993342876434,0.96875,3,4499,,,,,,
0.10543227195739746,0.953125,3,4549,,,,,,
0.09940708428621292,0.953125,3,4599,,,,,,
0.14879180490970612,0.96875,3,4649,,,,,,
0.24062658846378326,0.90625,3,4699,,,,,,
0.29530030488967896,0.9375,3,4749,,,,,,
0.18747259676456451,0.953125,3,4799,,,,,,
0.21437372267246246,0.921875,3,4849,,,,,,
0.12982825934886932,0.96875,3,4899,,,,,,
0.2170434147119522,0.921875,3,4949,,,,,,
0.17216268181800842,0.96875,3,4999,,,,,,
0.4357820153236389,0.90625,3,5049,,,,,,
0.1096726730465889,0.953125,3,5099,,,,,,
0.07282119244337082,0.984375,3,5149,,,,,,
0.3664955794811249,0.96875,3,5199,,,,,,
0.2114287167787552,0.9375,3,5249,,,,,,
,,3,5291,0.15305903553962708,0.9630476236343384,,,,
,,3,5291,,,0.1778857558965683,0.9502570033073425,,
0.11993277072906494,0.953125,4,5299,,,,,,
0.17923341691493988,0.9375,4,5349,,,,,,
0.40874388813972473,0.90625,4,5399,,,,,,
0.12909699976444244,0.953125,4,5449,,,,,,
0.3187195062637329,0.921875,4,5499,,,,,,
0.15662607550621033,0.96875,4,5549,,,,,,
0.0371311791241169,0.984375,4,5599,,,,,,
0.09809884428977966,0.96875,4,5649,,,,,,
0.14899058640003204,0.953125,4,5699,,,,,,
0.15149369835853577,0.953125,4,5749,,,,,,
0.05104205384850502,1.0,4,5799,,,,,,
0.13548384606838226,0.953125,4,5849,,,,,,
0.10323682427406311,0.9375,4,5899,,,,,,
0.08449453115463257,0.984375,4,5949,,,,,,
0.17050591111183167,0.953125,4,5999,,,,,,
0.10209266096353531,0.953125,4,6049,,,,,,
0.4043174386024475,0.90625,4,6099,,,,,,
0.4067822992801666,0.90625,4,6149,,,,,,
0.1186465471982956,0.953125,4,6199,,,,,,
0.13791845738887787,0.953125,4,6249,,,,,,
0.07356709986925125,0.984375,4,6299,,,,,,
0.2436414510011673,0.921875,4,6349,,,,,,
0.26918163895606995,0.90625,4,6399,,,,,,
0.08948879688978195,0.96875,4,6449,,,,,,
0.2720477283000946,0.9375,4,6499,,,,,,
0.16713695228099823,0.953125,4,6549,,,,,,
0.046400949358940125,0.984375,4,6599,,,,,,
,,4,6614,0.1753195971250534,0.9493333101272583,,,,
,,4,6614,,,0.15004734694957733,0.9563301205635071,,
0.25700706243515015,0.921875,5,6649,,,,,,
0.10441239178180695,0.953125,5,6699,,,,,,
0.13205191493034363,0.953125,5,6749,,,,,,
0.01531145814806223,1.0,5,6799,,,,,,
0.041191112250089645,0.984375,5,6849,,,,,,
0.09751610457897186,0.96875,5,6899,,,,,,
0.028201675042510033,1.0,5,6949,,,,,,
0.09701218456029892,0.96875,5,6999,,,,,,
0.15189602971076965,0.96875,5,7049,,,,,,
0.078328937292099,0.953125,5,7099,,,,,,
0.30641698837280273,0.9375,5,7149,,,,,,
0.1500905603170395,0.9375,5,7199,,,,,,
0.09702077507972717,0.953125,5,7249,,,,,,
0.2656598389148712,0.9375,5,7299,,,,,,
0.10555002838373184,0.96875,5,7349,,,,,,
0.19947771728038788,0.9375,5,7399,,,,,,
0.13960450887680054,0.96875,5,7449,,,,,,
0.13163207471370697,0.9375,5,7499,,,,,,
0.22303979098796844,0.96875,5,7549,,,,,,
0.1778092235326767,0.984375,5,7599,,,,,,
0.10317790508270264,0.9375,5,7649,,,,,,
0.08547761291265488,0.984375,5,7699,,,,,,
0.1741168349981308,0.9375,5,7749,,,,,,
0.45238539576530457,0.90625,5,7799,,,,,,
0.08188913762569427,0.96875,5,7849,,,,,,
0.16236071288585663,0.96875,5,7899,,,,,,
,,5,7937,0.1769799292087555,0.9565714001655579,,,,
,,5,7937,,,0.1351078599691391,0.9605836868286133,,
0.03648456186056137,1.0,6,7949,,,,,,
0.11477421224117279,0.96875,6,7999,,,,,,
0.06548749655485153,0.96875,6,8049,,,,,,
0.07859313488006592,0.984375,6,8099,,,,,,
0.09009520709514618,0.984375,6,8149,,,,,,
0.1742253452539444,0.9375,6,8199,,,,,,
0.05103383958339691,0.96875,6,8249,,,,,,
0.2527729868888855,0.921875,6,8299,,,,,,
0.09652586281299591,0.984375,6,8349,,,,,,
0.15081191062927246,0.953125,6,8399,,,,,,
0.15640930831432343,0.953125,6,8449,,,,,,
0.0436428040266037,0.984375,6,8499,,,,,,
0.22339914739131927,0.921875,6,8549,,,,,,
0.019972901791334152,1.0,6,8599,,,,,,
0.048558324575424194,0.984375,6,8649,,,,,,
0.07288715988397598,0.96875,6,8699,,,,,,
0.08377479016780853,0.984375,6,8749,,,,,,
0.2035485953092575,0.9375,6,8799,,,,,,
0.21090500056743622,0.953125,6,8849,,,,,,
0.1399701088666916,0.984375,6,8899,,,,,,
0.04585506394505501,1.0,6,8949,,,,,,
0.023504644632339478,1.0,6,8999,,,,,,
0.1722666472196579,0.9375,6,9049,,,,,,
0.13017849624156952,0.953125,6,9099,,,,,,
0.03717765584588051,0.984375,6,9149,,,,,,
0.2419627159833908,0.921875,6,9199,,,,,,
0.1879609376192093,0.9375,6,9249,,,,,,
,,6,9260,0.15241612493991852,0.9596190452575684,,,,
,,6,9260,,,0.11754397302865982,0.9650499224662781,,
0.01143583096563816,1.0,7,9299,,,,,,
0.0924188643693924,0.953125,7,9349,,,,,,
0.03829093649983406,0.984375,7,9399,,,,,,
0.05688270553946495,0.96875,7,9449,,,,,,
0.024408485740423203,1.0,7,9499,,,,,,
0.11499232053756714,0.984375,7,9549,,,,,,
0.0982881486415863,0.953125,7,9599,,,,,,
0.0661628320813179,0.96875,7,9649,,,,,,
0.10478906333446503,0.984375,7,9699,,,,,,
0.1110968291759491,0.9375,7,9749,,,,,,
0.1665739268064499,0.9375,7,9799,,,,,,
0.08971819281578064,0.984375,7,9849,,,,,,
0.057852163910865784,0.984375,7,9899,,,,,,
0.09807668626308441,0.96875,7,9949,,,,,,
0.4270841181278229,0.890625,7,9999,,,,,,
0.06340539455413818,0.984375,7,10049,,,,,,
0.1769002228975296,0.953125,7,10099,,,,,,
0.19490262866020203,0.9375,7,10149,,,,,,
0.1923978477716446,0.90625,7,10199,,,,,,
0.08961401879787445,0.984375,7,10249,,,,,,
0.09402158111333847,0.96875,7,10299,,,,,,
0.13554926216602325,0.9375,7,10349,,,,,,
0.10400289297103882,0.953125,7,10399,,,,,,
0.12602324783802032,0.96875,7,10449,,,,,,
0.048747651278972626,1.0,7,10499,,,,,,
0.04842867702245712,0.984375,7,10549,,,,,,
,,7,10583,0.16072030365467072,0.9626666903495789,,,,
,,7,10583,,,0.1043507382273674,0.9686181545257568,,
0.16043831408023834,0.953125,8,10599,,,,,,
0.037659477442502975,0.984375,8,10649,,,,,,
0.09395254403352737,0.953125,8,10699,,,,,,
0.16258494555950165,0.96875,8,10749,,,,,,
0.028506005182862282,1.0,8,10799,,,,,,
0.03175002336502075,1.0,8,10849,,,,,,
0.032470326870679855,0.984375,8,10899,,,,,,
0.11341273039579391,0.96875,8,10949,,,,,,
0.10237429291009903,0.9375,8,10999,,,,,,
0.14372393488883972,0.953125,8,11049,,,,,,
0.0625341534614563,0.984375,8,11099,,,,,,
0.11393184959888458,0.953125,8,11149,,,,,,
0.10557660460472107,0.96875,8,11199,,,,,,
0.17358586192131042,0.9375,8,11249,,,,,,
0.12211764603853226,0.953125,8,11299,,,,,,
0.029218783602118492,0.984375,8,11349,,,,,,
0.06236879527568817,0.96875,8,11399,,,,,,
0.05197194963693619,0.96875,8,11449,,,,,,
0.08192329108715057,0.984375,8,11499,,,,,,
0.1220414787530899,0.921875,8,11549,,,,,,
0.08598875999450684,0.984375,8,11599,,,,,,
0.0380183681845665,1.0,8,11649,,,,,,
0.05433174595236778,0.984375,8,11699,,,,,,
0.15253131091594696,0.953125,8,11749,,,,,,
0.14858809113502502,0.953125,8,11799,,,,,,
0.08567468076944351,0.953125,8,11849,,,,,,
0.22372221946716309,0.953125,8,11899,,,,,,
,,8,11906,0.16549624502658844,0.9599999785423279,,,,
,,8,11906,,,0.09632852673530579,0.9716901779174805,,
0.0723884254693985,0.96875,9,11949,,,,,,
0.07160550355911255,0.96875,9,11999,,,,,,
0.13742220401763916,0.96875,9,12049,,,,,,
0.0224456787109375,1.0,9,12099,,,,,,
0.030026283115148544,0.984375,9,12149,,,,,,
0.040313683450222015,0.984375,9,12199,,,,,,
0.22354836761951447,0.953125,9,12249,,,,,,
0.1670995056629181,0.9375,9,12299,,,,,,
0.06100785359740257,0.96875,9,12349,,,,,,
0.022350633516907692,1.0,9,12399,,,,,,
0.10000930726528168,0.96875,9,12449,,,,,,
0.04893573373556137,1.0,9,12499,,,,,,
0.18704824149608612,0.921875,9,12549,,,,,,
0.17044255137443542,0.953125,9,12599,,,,,,
0.1549825519323349,0.953125,9,12649,,,,,,
0.13523714244365692,0.9375,9,12699,,,,,,
0.055913519114255905,0.984375,9,12749,,,,,,
0.01493495237082243,1.0,9,12799,,,,,,
0.16046427190303802,0.953125,9,12849,,,,,,
0.12561798095703125,0.953125,9,12899,,,,,,
0.10653986036777496,0.953125,9,12949,,,,,,
0.047872766852378845,0.96875,9,12999,,,,,,
0.09161542356014252,0.984375,9,13049,,,,,,
0.09965892136096954,0.984375,9,13099,,,,,,
0.027547964826226234,0.984375,9,13149,,,,,,
0.06659168004989624,0.984375,9,13199,,,,,,
,,9,13229,0.1656268984079361,0.9577142596244812,,,,
,,9,13229,,,0.08772854506969452,0.9738996624946594,,
0.006456079427152872,1.0,10,13249,,,,,,
0.014422580599784851,1.0,10,13299,,,,,,
0.015488107688724995,1.0,10,13349,,,,,,
0.0142193753272295,1.0,10,13399,,,,,,
0.05036479979753494,0.984375,10,13449,,,,,,
0.00946878083050251,1.0,10,13499,,,,,,
0.1291286051273346,0.953125,10,13549,,,,,,
0.0179190244525671,1.0,10,13599,,,,,,
0.024712758138775826,0.984375,10,13649,,,,,,
0.01602044329047203,0.984375,10,13699,,,,,,
0.029256120324134827,0.984375,10,13749,,,,,,
0.10828649997711182,0.953125,10,13799,,,,,,
0.030843069776892662,0.984375,10,13849,,,,,,
0.009299627505242825,1.0,10,13899,,,,,,
0.024237072095274925,0.984375,10,13949,,,,,,
0.04186437278985977,0.984375,10,13999,,,,,,
0.06948111206293106,0.96875,10,14049,,,,,,
0.009722652845084667,1.0,10,14099,,,,,,
0.019628053531050682,1.0,10,14149,,,,,,
0.12530764937400818,0.96875,10,14199,,,,,,
0.020537113770842552,1.0,10,14249,,,,,,
0.006193633656948805,1.0,10,14299,,,,,,
0.08347497880458832,0.984375,10,14349,,,,,,
0.00474625313654542,1.0,10,14399,,,,,,
0.011881443671882153,1.0,10,14449,,,,,,
0.0024339675437659025,1.0,10,14499,,,,,,
0.03715267777442932,0.984375,10,14549,,,,,,
,,10,14552,0.08808731287717819,0.9767618775367737,,,,
,,10,14552,,,0.030732087790966034,0.991008460521698,,
0.003315838286653161,1.0,11,14599,,,,,,
0.0035638180561363697,1.0,11,14649,,,,,,
0.004063426051288843,1.0,11,14699,,,,,,
0.03014005906879902,0.984375,11,14749,,,,,,
0.0018443367443978786,1.0,11,14799,,,,,,
0.004713885951787233,1.0,11,14849,,,,,,
0.04780459776520729,0.984375,11,14899,,,,,,
0.011061797849833965,1.0,11,14949,,,,,,
0.036747049540281296,0.984375,11,14999,,,,,,
0.0025537903420627117,1.0,11,15049,,,,,,
0.006449215114116669,1.0,11,15099,,,,,,
0.10102933645248413,0.984375,11,15149,,,,,,
0.00225814594887197,1.0,11,15199,,,,,,
0.006563685368746519,1.0,11,15249,,,,,,
0.0016702619614079595,1.0,11,15299,,,,,,
0.010191976092755795,1.0,11,15349,,,,,,
0.0013983490644022822,1.0,11,15399,,,,,,
0.019420865923166275,1.0,11,15449,,,,,,
0.0065246024169027805,1.0,11,15499,,,,,,
0.0012806255836039782,1.0,11,15549,,,,,,
0.00878400169312954,1.0,11,15599,,,,,,
0.008864968083798885,1.0,11,15649,,,,,,
0.0009798211976885796,1.0,11,15699,,,,,,
0.0054884739220142365,1.0,11,15749,,,,,,
0.021249867975711823,1.0,11,15799,,,,,,
0.00150820252019912,1.0,11,15849,,,,,,
,,11,15875,0.08373048901557922,0.9817143082618713,,,,
,,11,15875,,,0.013302270323038101,0.9965026378631592,,
0.0007589311571791768,1.0,12,15899,,,,,,
0.015618535690009594,0.984375,12,15949,,,,,,
0.005440335720777512,1.0,12,15999,,,,,,
0.0062261419370770454,1.0,12,16049,,,,,,
0.04638773202896118,0.984375,12,16099,,,,,,
0.009246611967682838,1.0,12,16149,,,,,,
0.007857091724872589,1.0,12,16199,,,,,,
0.008696130476891994,1.0,12,16249,,,,,,
0.004814302548766136,1.0,12,16299,,,,,,
0.004673552233725786,1.0,12,16349,,,,,,
0.0019324789755046368,1.0,12,16399,,,,,,
0.00992190558463335,1.0,12,16449,,,,,,
0.00404170248657465,1.0,12,16499,,,,,,
0.0015061466256156564,1.0,12,16549,,,,,,
0.0006173243164084852,1.0,12,16599,,,,,,
0.00282233371399343,1.0,12,16649,,,,,,
0.0005272675771266222,1.0,12,16699,,,,,,
0.001762271742336452,1.0,12,16749,,,,,,
0.012722354382276535,0.984375,12,16799,,,,,,
0.0023918761871755123,1.0,12,16849,,,,,,
0.024592813104391098,0.984375,12,16899,,,,,,
0.0020407154224812984,1.0,12,16949,,,,,,
0.0015332696493715048,1.0,12,16999,,,,,,
0.00496343057602644,1.0,12,17049,,,,,,
0.0032136819791048765,1.0,12,17099,,,,,,
0.012325961142778397,1.0,12,17149,,,,,,
,,12,17198,0.0905868411064148,0.9801904559135437,,,,
,,12,17198,,,0.009053736925125122,0.9972942471504211,,
0.024180660024285316,0.984375,13,17199,,,,,,
0.0065003251656889915,1.0,13,17249,,,,,,
0.0004518818750511855,1.0,13,17299,,,,,,
0.0014798232587054372,1.0,13,17349,,,,,,
0.001414105063304305,1.0,13,17399,,,,,,
0.0012348078889772296,1.0,13,17449,,,,,,
0.028033481910824776,0.984375,13,17499,,,,,,
0.03572479635477066,0.984375,13,17549,,,,,,
0.0029432843439280987,1.0,13,17599,,,,,,
0.0013782185269519687,1.0,13,17649,,,,,,
0.0030628740787506104,1.0,13,17699,,,,,,
0.004185435827821493,1.0,13,17749,,,,,,
0.0019447309896349907,1.0,13,17799,,,,,,
0.015071838162839413,0.984375,13,17849,,,,,,
0.0012738051591441035,1.0,13,17899,,,,,,
0.019428469240665436,0.984375,13,17949,,,,,,
0.003197039943188429,1.0,13,17999,,,,,,
0.0004837354936171323,1.0,13,18049,,,,,,
0.0006056700949557126,1.0,13,18099,,,,,,
0.004409384448081255,1.0,13,18149,,,,,,
0.0019172964384779334,1.0,13,18199,,,,,,
0.0021669575944542885,1.0,13,18249,,,,,,
0.0026405646931380033,1.0,13,18299,,,,,,
0.005799758713692427,1.0,13,18349,,,,,,
0.0012501870514824986,1.0,13,18399,,,,,,
0.009181709960103035,1.0,13,18449,,,,,,
0.002039751736447215,1.0,13,18499,,,,,,
,,13,18521,0.09148760885000229,0.9809523820877075,,,,
,,13,18521,,,0.007490136660635471,0.9980149865150452,,
0.0003038319991901517,1.0,14,18549,,,,,,
0.0005676513537764549,1.0,14,18599,,,,,,
0.0019284075824543834,1.0,14,18649,,,,,,
0.0024722558446228504,1.0,14,18699,,,,,,
0.015504032373428345,1.0,14,18749,,,,,,
0.0017456088680773973,1.0,14,18799,,,,,,
0.0007558178622275591,1.0,14,18849,,,,,,
0.0008259983151219785,1.0,14,18899,,,,,,
0.0016830393578857183,1.0,14,18949,,,,,,
0.0015458082780241966,1.0,14,18999,,,,,,
0.004170448053628206,1.0,14,19049,,,,,,
0.0004912737640552223,1.0,14,19099,,,,,,
0.0005300624179653823,1.0,14,19149,,,,,,
0.005470956675708294,1.0,14,19199,,,,,,
0.00577706890180707,1.0,14,19249,,,,,,
0.0019653476774692535,1.0,14,19299,,,,,,
0.0015803242567926645,1.0,14,19349,,,,,,
0.0010299046989530325,1.0,14,19399,,,,,,
0.0023399924393743277,1.0,14,19449,,,,,,
0.0011321232886984944,1.0,14,19499,,,,,,
0.001356407068669796,1.0,14,19549,,,,,,
0.04207290709018707,0.96875,14,19599,,,,,,
0.0005890642059966922,1.0,14,19649,,,,,,
0.00744056049734354,1.0,14,19699,,,,,,
0.0015970877138897777,1.0,14,19749,,,,,,
0.0011227456852793694,1.0,14,19799,,,,,,
,,14,19844,0.0828656256198883,0.9824761748313904,,,,
,,14,19844,,,0.006061010528355837,0.9984049201011658,,
0.0032657880801707506,1.0,15,19849,,,,,,
0.0006930835661478341,1.0,15,19899,,,,,,
0.06601640582084656,0.984375,15,19949,,,,,,
0.0003286737482994795,1.0,15,19999,,,,,,
0.0013793405378237367,1.0,15,20049,,,,,,
0.0013384964549914002,1.0,15,20099,,,,,,
0.0024567137006670237,1.0,15,20149,,,,,,
0.002856023143976927,1.0,15,20199,,,,,,
0.0017744384240359068,1.0,15,20249,,,,,,
0.005431669298559427,1.0,15,20299,,,,,,
0.00041719540604390204,1.0,15,20349,,,,,,
0.0019029189134016633,1.0,15,20399,,,,,,
0.006558524910360575,1.0,15,20449,,,,,,
0.00370987830683589,1.0,15,20499,,,,,,
0.0003845173632726073,1.0,15,20549,,,,,,
0.0007223681313917041,1.0,15,20599,,,,,,
0.001316960551775992,1.0,15,20649,,,,,,
0.0030373819172382355,1.0,15,20699,,,,,,
0.0054908511228859425,1.0,15,20749,,,,,,
0.009319239296019077,1.0,15,20799,,,,,,
0.0014258632436394691,1.0,15,20849,,,,,,
0.01804901845753193,1.0,15,20899,,,,,,
0.0007089545833878219,1.0,15,20949,,,,,,
0.01648898608982563,1.0,15,20999,,,,,,
0.0014368847478181124,1.0,15,21049,,,,,,
0.015132123604416847,0.984375,15,21099,,,,,,
0.0008808175334706903,1.0,15,21149,,,,,,
,,15,21167,0.1062171459197998,0.9752380847930908,,,,
,,15,21167,,,0.005807378329336643,0.9982749223709106,,
0.0004991653258912265,1.0,16,21199,,,,,,
0.0010230073239654303,1.0,16,21249,,,,,,
0.0011129342019557953,1.0,16,21299,,,,,,
0.0012830718187615275,1.0,16,21349,,,,,,
0.0009133602725341916,1.0,16,21399,,,,,,
0.014104691334068775,0.984375,16,21449,,,,,,
0.004656565375626087,1.0,16,21499,,,,,,
0.0005385777913033962,1.0,16,21549,,,,,,
0.019420871511101723,0.984375,16,21599,,,,,,
0.00030409058672375977,1.0,16,21649,,,,,,
0.0003789505281019956,1.0,16,21699,,,,,,
0.0007777228602208197,1.0,16,21749,,,,,,
0.0006720100063830614,1.0,16,21799,,,,,,
0.0010159092489629984,1.0,16,21849,,,,,,
0.003462704597041011,1.0,16,21899,,,,,,
0.019996000453829765,0.984375,16,21949,,,,,,
0.0005885944701731205,1.0,16,21999,,,,,,
0.00021001155255362391,1.0,16,22049,,,,,,
0.005643671844154596,1.0,16,22099,,,,,,
0.0014986537862569094,1.0,16,22149,,,,,,
0.013390745036303997,1.0,16,22199,,,,,,
0.0005447435542009771,1.0,16,22249,,,,,,
0.0008653958211652935,1.0,16,22299,,,,,,
0.0005761207430623472,1.0,16,22349,,,,,,
0.0168317798525095,0.984375,16,22399,,,,,,
0.002099257195368409,1.0,16,22449,,,,,,
,,16,22490,0.09304169565439224,0.9801904559135437,,,,
,,16,22490,,,0.004805281292647123,0.9987948536872864,,
0.005513572134077549,1.0,17,22499,,,,,,
0.00248731323517859,1.0,17,22549,,,,,,
0.0026346170343458652,1.0,17,22599,,,,,,
0.0017725180368870497,1.0,17,22649,,,,,,
0.01634334959089756,0.984375,17,22699,,,,,,
0.007493807468563318,1.0,17,22749,,,,,,
0.004060295410454273,1.0,17,22799,,,,,,
0.00013231342018116266,1.0,17,22849,,,,,,
0.0032766221556812525,1.0,17,22899,,,,,,
0.00012090965174138546,1.0,17,22949,,,,,,
0.004588183481246233,1.0,17,22999,,,,,,
0.0018394232029095292,1.0,17,23049,,,,,,
0.0020531611517071724,1.0,17,23099,,,,,,
0.0013910243287682533,1.0,17,23149,,,,,,
0.0006961527396924794,1.0,17,23199,,,,,,
0.010863085277378559,1.0,17,23249,,,,,,
0.0006639405037276447,1.0,17,23299,,,,,,
0.00035097909858450294,1.0,17,23349,,,,,,
0.0039395298808813095,1.0,17,23399,,,,,,
0.001458998303860426,1.0,17,23449,,,,,,
0.0017191240331158042,1.0,17,23499,,,,,,
0.002680856268852949,1.0,17,23549,,,,,,
0.0014027018332853913,1.0,17,23599,,,,,,
0.000490938255097717,1.0,17,23649,,,,,,
0.0010067690163850784,1.0,17,23699,,,,,,
0.0019389603985473514,1.0,17,23749,,,,,,
0.0010351681848987937,1.0,17,23799,,,,,,
,,17,23813,0.0818508192896843,0.9824761748313904,,,,
,,17,23813,,,0.004297078587114811,0.9987357258796692,,
0.0058623724617064,1.0,18,23849,,,,,,
0.0006316009676083922,1.0,18,23899,,,,,,
0.0013608081499114633,1.0,18,23949,,,,,,
0.014439108781516552,0.984375,18,23999,,,,,,
0.00026383885415270925,1.0,18,24049,,,,,,
0.00024618685711175203,1.0,18,24099,,,,,,
0.006531660910695791,1.0,18,24149,,,,,,
0.0007740410510450602,1.0,18,24199,,,,,,
0.000348487141309306,1.0,18,24249,,,,,,
0.14167553186416626,0.96875,18,24299,,,,,,
0.0005223021726123989,1.0,18,24349,,,,,,
0.0007565990672446787,1.0,18,24399,,,,,,
0.0006867664633318782,1.0,18,24449,,,,,,
0.0002397217322140932,1.0,18,24499,,,,,,
0.02259759232401848,0.984375,18,24549,,,,,,
0.00043202543747611344,1.0,18,24599,,,,,,
0.004310389049351215,1.0,18,24649,,,,,,
0.00024170082178898156,1.0,18,24699,,,,,,
0.0007186175207607448,1.0,18,24749,,,,,,
0.00016768091882113367,1.0,18,24799,,,,,,
0.00022740414715372026,1.0,18,24849,,,,,,
0.004188881255686283,1.0,18,24899,,,,,,
0.0011177673004567623,1.0,18,24949,,,,,,
0.0042477818205952644,1.0,18,24999,,,,,,
0.0008792301523499191,1.0,18,25049,,,,,,
0.0003870600776281208,1.0,18,25099,,,,,,
,,18,25136,0.09443867951631546,0.9824761748313904,,,,
,,18,25136,,,0.004057779908180237,0.9988775253295898,,
0.00030342102400027215,1.0,19,25149,,,,,,
0.00045132890227250755,1.0,19,25199,,,,,,
0.0017677739961072803,1.0,19,25249,,,,,,
0.0014208999928086996,1.0,19,25299,,,,,,
0.0013328113127499819,1.0,19,25349,,,,,,
0.0011022619437426329,1.0,19,25399,,,,,,
0.0008318166946992278,1.0,19,25449,,,,,,
0.0002877676743082702,1.0,19,25499,,,,,,
0.0015558834420517087,1.0,19,25549,,,,,,
0.0015868378104642034,1.0,19,25599,,,,,,
0.0007031102431938052,1.0,19,25649,,,,,,
0.00026690089725889266,1.0,19,25699,,,,,,
0.005138477776199579,1.0,19,25749,,,,,,
0.00031401097658090293,1.0,19,25799,,,,,,
